accession,sample_name,longitude_deg,latitude_deg,country,studies,env_biome,env_feature,env_material,experiment_type,collection_date,env_package_type
mgm4520303.3,root_S11_L001_R2_001,-72.49433,41.00942,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520304.3,root_S12_L001_R1_001,-72.46175,41.02531,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-14 12:14:00 UTC-5,plant-associated
mgm4520305.3,root_S12_L001_R2_001,-72.46175,41.02531,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-14 12:14:00 UTC-5,plant-associated
mgm4520306.3,root_S13_L001_R1_001,-72.46173,41.02556,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520307.3,root_S13_L001_R2_001,-72.46173,41.02556,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520308.3,root_S14_L001_R1_001,-72.52865,41.01507,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 11:59:00 UTC-5,plant-associated
mgm4520309.3,root_S14_L001_R2_001,-72.52865,41.01507,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 11:59:00 UTC-5,plant-associated
mgm4520310.3,root_S15_L001_R1_001,-72.46175,41.02536,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-14 12:14:00 UTC-5,plant-associated
mgm4520311.3,root_S15_L001_R2_001,-72.46175,41.02536,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-14 12:14:00 UTC-5,plant-associated
mgm4520312.3,root_S16_L001_R1_001,-72.52841,41.0144,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520313.3,root_S16_L001_R2_001,-72.52841,41.0144,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520314.3,root_S17_L001_R1_001,-72.52853,41.01493,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520315.3,root_S17_L001_R2_001,-72.52853,41.01493,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520316.3,root_S18_L001_R1_001,-72.52833,41.0428,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520317.3,root_S18_L001_R2_001,-72.52833,41.0428,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520318.3,root_S19_L001_R1_001,-72.52848,41.01504,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520319.3,root_S19_L001_R2_001,-72.52848,41.01504,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520320.3,root_S1_L001_R1_001,-72.52848,41.01505,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520321.3,root_S1_L001_R2_001,-72.52848,41.01505,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520322.3,root_S20_L001_R1_001,-72.5286,41.01512,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:14:00 UTC-5,plant-associated
mgm4520323.3,root_S20_L001_R2_001,-72.5286,41.01512,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:14:00 UTC-5,plant-associated
mgm4520324.3,root_S22_L001_R1_001,-72.52854,41.01506,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520325.3,root_S22_L001_R2_001,-72.52854,41.01506,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520326.3,root_S23_L001_R1_001,-72.52811,41.01526,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520327.3,root_S23_L001_R2_001,-72.52811,41.01526,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520328.3,root_S24_L001_R1_001,-72.4943,41.00945,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520329.3,root_S24_L001_R2_001,-72.4943,41.00945,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520330.3,root_S25_L001_R1_001,-72.52847,41.01446,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520331.3,root_S25_L001_R2_001,-72.52847,41.01446,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520332.3,root_S26_L001_R1_001,-72.52805,41.01522,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520333.3,root_S26_L001_R2_001,-72.52805,41.01522,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520334.3,root_S27_L001_R1_001,-72.49425,41.00938,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520335.3,root_S27_L001_R2_001,-72.49425,41.00938,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520336.3,root_S28_L001_R1_001,-72.52817,41.01534,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520337.3,root_S28_L001_R2_001,-72.52817,41.01534,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520338.3,root_S2_L001_R1_001,-72.52848,41.01463,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520339.3,root_S2_L001_R2_001,-72.52848,41.01463,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520340.3,root_S3_L001_R1_001,-72.53063,41.01023,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520341.3,root_S3_L001_R2_001,-72.53063,41.01023,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520342.3,root_S4_L001_R1_001,-72.52851,41.01502,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520343.3,root_S4_L001_R2_001,-72.52851,41.01502,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520344.3,root_S5_L001_R1_001,-72.52847,41.015,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:09:00 UTC-5,plant-associated
mgm4520345.3,root_S5_L001_R2_001,-72.52847,41.015,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:09:00 UTC-5,plant-associated
mgm4520346.3,root_S6_L001_R1_001,-72.49429,41.00943,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520347.3,root_S6_L001_R2_001,-72.49429,41.00943,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520348.3,root_S7_L001_R1_001,-72.45041,41.06277,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-14 12:14:00 UTC-5,plant-associated
mgm4520349.3,root_S7_L001_R2_001,-72.45041,41.06277,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-14 12:14:00 UTC-5,plant-associated
mgm4520350.3,root_S8_L001_R1_001,-75.45012,41.06272,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520351.3,root_S8_L001_R2_001,-75.45012,41.06272,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520352.3,root_S9_L001_R1_001,-72.53075,41.01039,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520353.3,root_S9_L001_R2_001,-72.53075,41.01039,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:14:00 UTC-5,plant-associated
mgm4520354.3,soil_S29_L001_R1_001,-72.52847,41.015,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520355.3,soil_S29_L001_R2_001,-72.52847,41.015,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520356.3,soil_S30_L001_R1_001,-72.49426,41.00938,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520357.3,soil_S30_L001_R2_001,-72.49426,41.00938,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520358.3,soil_S31_L001_R1_001,-72.49417,41.00933,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520359.3,soil_S31_L001_R2_001,-72.49417,41.00933,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520360.3,soil_S32_L001_R1_001,-72.52846,41.01444,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520361.3,soil_S32_L001_R2_001,-72.52846,41.01444,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520362.3,soil_S33_L001_R1_001,-72.52851,41.01504,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520363.3,soil_S33_L001_R2_001,-72.52851,41.01504,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520364.3,soil_S34_L001_R1_001,-72.49427,41.00936,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520365.3,soil_S34_L001_R2_001,-72.49427,41.00936,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520366.3,soil_S35_L001_R1_001,-72.46173,41.02556,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520367.3,soil_S35_L001_R2_001,-72.46173,41.02556,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520368.3,soil_S36_L001_R1_001,-72.52867,41.01508,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520369.3,soil_S36_L001_R2_001,-72.52867,41.01508,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:14:00 UTC-5,plant-associated
mgm4520370.3,soil_S37_L001_R1_001,-75.45014,41.06267,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520371.3,soil_S37_L001_R2_001,-75.45014,41.06267,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 12:14:00 UTC-5,plant-associated
mgm4520372.3,soil_S38_L001_R1_001,-72.4617,41.02536,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 11:16:00 UTC-5,plant-associated
mgm4520373.3,soil_S38_L001_R2_001,-72.4617,41.02536,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 11:16:00 UTC-5,plant-associated
mgm4520374.3,soil_S39_L001_R1_001,-72.49433,41.00942,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 10:35:00 UTC-5,plant-associated
mgm4520375.3,soil_S39_L001_R2_001,-72.49433,41.00942,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 10:35:00 UTC-5,plant-associated
mgm4520376.3,soil_S40_L001_R1_001,-72.5286,41.01512,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:14:00 UTC-5,plant-associated
mgm4520377.3,soil_S40_L001_R2_001,-72.5286,41.01512,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:14:00 UTC-5,plant-associated
mgm4520378.3,soil_S41_L001_R1_001,-72.52848,41.01504,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:19:59 UTC-5,plant-associated
mgm4520379.3,soil_S41_L001_R2_001,-72.52848,41.01504,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 14:19:59 UTC-5,plant-associated
mgm4520380.3,soil_S42_L001_R1_001,-72.52847,41.01446,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:31:00 UTC-5,plant-associated
mgm4520381.3,soil_S42_L001_R2_001,-72.52847,41.01446,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-21 12:31:00 UTC-5,plant-associated
mgm4520382.3,soil_S43_L001_R1_001,-72.46171,41.0254,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 11:22:00 UTC-5,plant-associated
mgm4520383.3,soil_S43_L001_R2_001,-72.46171,41.0254,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 11:22:00 UTC-5,plant-associated
mgm4520384.3,soil_S44_L001_R1_001,-72.52871,41.01434,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:36:00 UTC-5,plant-associated
mgm4520385.3,soil_S44_L001_R2_001,-72.52871,41.01434,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:36:00 UTC-5,plant-associated
mgm4520386.3,soil_S45_L001_R1_001,-72.52852,41.01441,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:53:00 UTC-5,plant-associated
mgm4520387.3,soil_S45_L001_R2_001,-72.52852,41.01441,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:53:00 UTC-5,plant-associated
mgm4520388.3,soil_S46_L001_R1_001,-72.4943,41.00945,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 10:42:00 UTC-5,plant-associated
mgm4520389.3,soil_S46_L001_R2_001,-72.4943,41.00945,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-06-22 10:42:00 UTC-5,plant-associated
mgm4520390.3,soil_S47_L001_R1_001,-72.5284,41.01444,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:40:00 UTC-5,plant-associated
mgm4520391.3,soil_S47_L001_R2_001,-72.5284,41.01444,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 12:40:00 UTC-5,plant-associated
mgm4520392.3,soil_S48_L001_R1_001,-72.52817,41.01534,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 13:24:00 UTC-5,plant-associated
mgm4520393.3,soil_S48_L001_R2_001,-72.52817,41.01534,United States of America,Merlot microbiome,Udvardy biome,plant-associated habitat,bulk soil,WGS,2011-09-13 13:24:00 UTC-5,plant-associated
mgm4521317.3,Sample2,118.796875,32.060253,China,cai,terrestrial biome,agricultural feature,paddy field soil,WGS,2012-02-01 11:00:00 UTC8,built environment
mgm4522002.3,BF1,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522003.3,BF2,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522004.3,BF3,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522005.3,BF4,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522006.3,BFc,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522007.3,EbM1,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522008.3,EbM2,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522009.3,EbM3,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522010.3,EbM4,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522011.3,EbMc,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522012.3,EfM1,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522013.3,EfM2,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522014.3,EfM3,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522015.3,EfM4,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522016.3,EfMc,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522017.3,EU1,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",savanna,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522018.3,EU2,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",savanna,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522019.3,EUc,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",savanna,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522020.3,IA,93.083336,41.86667,USA,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Temperate grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-12-01 12:00:00 UTC-5,soil
mgm4522021.3,PM1,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522022.3,PM2,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522023.3,PM3,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522024.3,PM4,0.345833,6.720833,Ghana,Tropical agricultural land management influences on soil microbial communities through its effect on  soil organic carbon,"Tropical and subtropical grasslands, savannas, and shrubland biome",agricultural feature,soil,Amplicon,2006-09-10 12:00:00 UTC+0,soil
mgm4522025.3,trimmed.RL1All,-67.958435,65.514565,Argentina,Llullaillaco Volcano Metagenome,Cold-winter (continental) deserts and semideserts,gravel field,volcanic soil,WGS,2009-02-14 01:00:00 UTC-7,soil
mgm4522026.3,trimmed.RL3All,-67.958435,65.514565,Argentina,Llullaillaco Volcano Metagenome,Cold-winter (continental) deserts and semideserts,gravel field,volcanic soil,WGS,2009-02-14 01:00:00 UTC-7,soil
mgm4522727.3,Reads.RL1,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,Amplicon,2013-01-11 00:10:00 UTC-7,soil
mgm4522728.3,Reads.RL10,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,Amplicon,2013-01-18 07:09:59 UTC-14,soil
mgm4522729.3,Reads.RL2,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,Amplicon,2013-01-12 01:09:59 UTC-8,soil
mgm4522730.3,Reads.RL3,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,Amplicon,2013-01-13 02:10:00 UTC-9,soil
mgm4522731.3,Reads.RL4,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,Amplicon,2013-01-14 03:09:59 UTC-10,soil
mgm4522732.3,Reads.RL6,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,AmpliconGene,2013-01-15 04:09:59 UTC-11,soil
mgm4522733.3,Reads.RL7,,,USA,Arctic soil metagenomes,tundra biome,tundra,soil,AmpliconGene,2013-01-16 05:10:00 UTC-12,soil
mgm4523017.3,RSMgr01,39.206665,22.319166,Saudi Arabia,Avicennia marina rhizosphere,Mangrove biome,rhizosphere,soil,WGS,2011-12-01 14:00:00 UTC+3,sediment
mgm4523018.3,RSMgr02,39.211666,22.500555,Saudi Arabia,Avicennia marina rhizosphere,Mangrove biome,rhizosphere,soil,WGS,2011-12-01 14:00:00 UTC+3,sediment
mgm4523019.3,RSMgr03,39.208332,22.346666,Saudi Arabia,Avicennia marina rhizosphere,Mangrove biome,rhizosphere,soil,WGS,2011-12-01 14:00:00 UTC+3,sediment
mgm4523020.3,RSMgr04,39.208057,22.353611,Saudi Arabia,Avicennia marina rhizosphere,Mangrove biome,rhizosphere,soil,WGS,2011-12-01 14:00:00 UTC+3,sediment
mgm4523235.3,CK1,120.75251,31.653584,China,cai,subtropical shrubland biome,agricultural terrace,paddy field soil,MT,2012-04-11 11:10:00 UTC8,soil
mgm4523236.3,CK2,120.75251,31.653584,China,cai,subtropical shrubland biome,agricultural terrace,paddy field soil,MT,2012-04-11 11:10:00 UTC8,soil
mgm4523237.3,CK3,120.75251,31.653584,China,cai,subtropical shrubland biome,agricultural terrace,paddy field soil,MT,2012-04-11 11:10:00 UTC8,soil
mgm4523238.3,NPK1,120.75251,31.653584,China,cai,subtropical shrubland biome,agricultural terrace,paddy field soil,WGS,2012-04-11 11:10:00 UTC8,soil
mgm4523239.3,NPK2,120.75251,31.653584,China,cai,subtropical shrubland biome,agricultural terrace,paddy field soil,WGS,2012-04-11 11:10:00 UTC8,soil
mgm4523240.3,NPK3,120.75251,31.653584,China,cai,subtropical shrubland biome,agricultural terrace,paddy field soil,WGS,2012-04-11 11:10:00 UTC8,soil
mgm4523754.3,1W1_ITS,69.025,53.41022,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
mgm4523755.3,1W2_ITS,69.025,53.41022,Netherlands,ITS_Soil_Wheat_Microbial_ConsortiaRUG,forest biome,terrestrial habitat,soil,Amplicon,2012-08-17 11:30:25 UTC-1,soil
